path,label
..\..\1. Data\data2\cats_and_dogs\cats\cat.1031.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1032.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1033.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1034.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1035.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1036.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1037.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1038.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1039.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.104.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1040.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1041.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1042.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1043.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1044.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1045.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1046.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1047.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1048.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1049.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.105.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1050.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1051.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1052.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1053.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1054.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1055.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1056.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1057.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1058.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1059.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.106.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1060.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1061.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1062.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1063.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1064.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1065.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1066.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1067.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1068.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1069.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.107.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1070.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1071.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1072.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1073.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1074.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1075.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1076.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1077.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1078.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1079.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.108.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1080.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1081.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1082.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1083.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1084.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1085.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1086.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1087.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1088.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1089.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.109.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1090.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1091.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1092.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1093.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1094.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1095.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1096.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1097.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1098.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1099.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.11.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.110.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1100.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1101.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1102.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1103.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1104.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1105.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1106.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1107.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1108.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1109.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.111.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1110.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1111.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1112.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1113.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1114.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1115.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1116.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1117.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1118.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1119.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.112.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1120.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1121.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1122.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1123.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1124.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1125.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1126.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1127.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1128.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1129.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.113.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1130.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1131.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1132.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1133.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1134.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1135.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1136.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1137.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1138.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1139.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.114.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1140.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1141.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1142.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1143.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1144.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1145.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1146.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1147.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1148.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1149.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.115.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1150.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1151.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1152.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1153.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1154.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1155.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1156.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1157.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1158.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1159.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.116.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1160.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1161.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1162.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1163.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1164.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1165.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1166.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1167.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1168.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1169.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.117.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1170.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1171.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1172.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1173.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1174.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1175.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1176.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1177.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1178.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1179.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.118.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1180.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1181.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1182.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1183.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1184.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1185.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1186.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1187.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1188.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1189.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.119.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1190.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1191.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1192.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1193.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1194.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1195.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1196.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1197.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1198.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1199.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.12.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.120.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1200.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1201.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1202.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1203.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1204.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1205.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1206.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1207.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1208.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1209.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.121.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1210.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1211.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1212.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1213.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1214.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1215.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1216.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1217.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1218.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1219.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.122.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1220.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1221.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1222.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1223.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1224.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1225.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1226.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1227.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1228.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1229.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.123.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1230.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1231.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1232.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1233.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1234.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1235.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1236.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1237.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1238.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1239.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.124.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1240.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1241.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1242.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1243.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1244.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1245.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1246.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1247.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1248.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1249.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.125.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1250.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1251.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1252.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1253.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1254.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1255.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1256.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1257.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1258.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1259.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.126.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1260.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1261.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1262.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1263.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1264.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1265.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1266.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1267.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1268.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1269.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.127.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1270.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1271.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1272.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1273.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1274.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1275.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1276.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1277.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1278.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1279.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.128.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1280.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1281.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1282.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1283.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1284.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1285.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1286.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1287.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1288.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1289.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.129.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1290.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1291.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1292.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1293.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1294.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1295.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1296.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1297.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1298.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1299.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.13.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.130.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1300.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1301.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1302.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1303.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1304.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1305.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1306.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1307.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1308.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1309.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.131.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1310.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1311.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1312.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1313.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1314.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1315.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1316.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1317.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1318.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1319.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.132.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1320.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1321.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1322.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1323.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1324.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1325.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1326.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1327.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1328.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1329.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.133.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1330.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1331.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1332.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1333.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1334.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1335.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1336.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1337.jpg,cats
..\..\1. Data\data2\cats_and_dogs\cats\cat.1338.jpg,cats
